% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
2480	1	0	4	0	28	9422	0	1	1	0
2481	1	0	1	0	24	6882	0	1	1	0
2482	1	0	5	0	24	6882	0	1	1	0
2483	1	0	6	0	26	7708	0	1	1	0
2484	1	0	7	0	24	6882	0	1	1	0
2485	1	0	8	0	28	9422	0	1	1	0
2486	1	0	9	0	28	9422	0	1	1	0
2487	1	0	10	0	24	6882	0	1	1	0
2488	1	0	11	0	26	7708	0	1	1	0
2489	1	0	12	0	28	9422	0	1	1	0
2490	1	0	13	0	28	9422	0	1	1	0
2491	1	0	14	0	24	6882	0	1	1	0
2506	1	0	2	0	28	9422	0	1	1	0
2507	1	0	3	0	28	9422	0	1	1	0
2508	1	0	4	0	28	9422	0	1	1	0
2509	1	0	1	0	24	6882	0	1	1	0
2510	1	0	5	0	24	6882	0	1	1	0
2511	1	0	6	0	26	7708	0	1	1	0
2512	1	0	7	0	24	6882	0	1	1	0
2513	1	0	8	0	28	9422	0	1	1	0
2514	1	0	9	0	28	9422	0	1	1	0
2515	1	0	10	0	24	6882	0	1	1	0
2516	1	0	11	0	26	7708	0	1	1	0
2517	1	0	12	0	28	9422	0	1	1	0
2518	1	0	13	0	28	9422	0	1	1	0
2519	1	0	14	0	24	6882	0	1	1	0
2534	1	0	2	0	28	9422	0	1	1	0
2535	1	0	3	0	28	9422	0	1	1	0
2536	1	0	4	0	28	9422	0	1	1	0
2537	1	0	1	0	24	6882	0	1	1	0
2538	1	0	5	0	24	6882	0	1	1	0
2539	1	0	6	0	26	7708	0	1	1	0
2540	1	0	7	0	24	6882	0	1	1	0
2541	1	0	8	0	28	9422	0	1	1	0
2542	1	0	9	0	28	9422	0	1	1	0
2543	1	0	10	0	24	6882	0	1	1	0
2544	1	0	11	0	26	7708	0	1	1	0
2545	1	0	12	0	28	9422	0	1	1	0
2546	1	0	13	0	28	9422	0	1	1	0
2547	1	0	14	0	24	6882	0	1	1	0
2562	1	0	2	0	28	9422	0	1	1	0
2563	1	0	3	0	28	9422	0	1	1	0
2564	1	0	4	0	28	9422	0	1	1	0
2565	1	0	1	0	24	6882	0	1	1	0
2566	1	0	5	0	24	6882	0	1	1	0
2567	1	0	6	0	26	7708	0	1	1	0
2568	1	0	7	0	24	6882	0	1	1	0
2569	1	0	8	0	28	9422	0	1	1	0
2570	1	0	9	0	28	9422	0	1	1	0
2571	1	0	10	0	24	6882	0	1	1	0
2572	1	0	11	0	26	7708	0	1	1	0
2573	1	0	12	0	28	9422	0	1	1	0
2574	1	0	13	0	28	9422	0	1	1	0
2575	1	0	14	0	24	6882	0	1	1	0
2590	1	0	2	0	28	9422	0	1	1	0
2591	1	0	3	0	28	9422	0	1	1	0
2592	1	0	4	0	28	9422	0	1	1	0
2593	1	0	1	0	24	6882	0	1	1	0
2594	1	0	5	0	24	6882	0	1	1	0
2595	1	0	6	0	26	7708	0	1	1	0
2596	1	0	7	0	24	6882	0	1	1	0
2597	1	0	8	0	28	9422	0	1	1	0
2598	1	0	9	0	28	9422	0	1	1	0
2599	1	0	10	0	24	6882	0	1	1	0
2600	1	0	11	0	26	7708	0	1	1	0
2601	1	0	12	0	28	9422	0	1	1	0
2602	1	0	13	0	28	9422	0	1	1	0
2603	1	0	14	0	24	6882	0	1	1	0
2618	1	0	2	0	28	9422	0	1	1	0
2619	1	0	3	0	28	9422	0	1	1	0
2620	1	0	4	0	28	9422	0	1	1	0
2621	1	0	1	0	24	6882	0	1	1	0
2622	1	0	5	0	24	6882	0	1	1	0
2623	1	0	6	0	26	7708	0	1	1	0
2624	1	0	7	0	24	6882	0	1	1	0
2625	1	0	8	0	28	9422	0	1	1	0
2626	1	0	9	0	28	9422	0	1	1	0
2627	1	0	10	0	24	6882	0	1	1	0
2628	1	0	11	0	26	7708	0	1	1	0
2629	1	0	12	0	28	9422	0	1	1	0
2630	1	0	13	0	28	9422	0	1	1	0
2631	1	0	14	0	24	6882	0	1	1	0
2646	1	0	2	0	28	9422	0	1	1	0
2647	1	0	3	0	28	9422	0	1	1	0
2648	1	0	4	0	28	9422	0	1	1	0
2649	1	0	1	0	24	6882	0	1	1	0
2650	1	0	5	0	24	6882	0	1	1	0
2651	1	0	6	0	26	7708	0	1	1	0
2652	1	0	7	0	24	6882	0	1	1	0
2653	1	0	8	0	28	9422	0	1	1	0
2654	1	0	9	0	28	9422	0	1	1	0
2655	1	0	10	0	24	6882	0	1	1	0
2656	1	0	11	0	26	7708	0	1	1	0
2657	1	0	12	0	28	9422	0	1	1	0
2658	1	0	13	0	28	9422	0	1	1	0
2659	1	0	14	0	24	6882	0	1	1	0
2674	1	0	2	0	28	9422	0	1	1	0
2675	1	0	3	0	28	9422	0	1	1	0
2676	1	0	4	0	28	9422	0	1	1	0
2677	1	0	1	0	24	6882	0	1	1	0
2678	1	0	5	0	24	6882	0	1	1	0
2679	1	0	6	0	26	7708	0	1	1	0
2680	1	0	7	0	24	6882	0	1	1	0
2681	1	0	8	0	28	9422	0	1	1	0
2682	1	0	9	0	28	9422	0	1	1	0
2683	1	0	10	0	24	6882	0	1	1	0
2684	1	0	11	0	26	7708	0	1	1	0
2685	1	0	12	0	28	9422	0	1	1	0
2686	1	0	13	0	28	9422	0	1	1	0
2687	1	0	14	0	24	6882	0	1	1	0
2702	1	0	2	0	28	9422	0	1	1	0
2703	1	0	3	0	28	9422	0	1	1	0
2704	1	0	4	0	28	9422	0	1	1	0
2705	1	0	1	0	24	6882	0	1	1	0
2706	1	0	5	0	24	6882	0	1	1	0
2707	1	0	6	0	26	7708	0	1	1	0
2708	1	0	7	0	24	6882	0	1	1	0
2709	1	0	8	0	28	9422	0	1	1	0
2710	1	0	9	0	28	9422	0	1	1	0
2711	1	0	10	0	24	6882	0	1	1	0
2712	1	0	11	0	26	7708	0	1	1	0
2713	1	0	12	0	28	9422	0	1	1	0
2714	1	0	13	0	28	9422	0	1	1	0
2715	1	0	14	0	24	6882	0	1	1	0
2730	1	0	2	0	28	9422	0	1	1	0
2731	1	0	3	0	28	9422	0	1	1	0
2732	1	0	4	0	28	9422	0	1	1	0
2733	1	0	1	0	24	6882	0	1	1	0
2734	1	0	5	0	24	6882	0	1	1	0
2735	1	0	6	0	26	7708	0	1	1	0
2736	1	0	7	0	24	6882	0	1	1	0
2737	1	0	8	0	28	9422	0	1	1	0
2738	1	0	9	0	28	9422	0	1	1	0
2739	1	0	10	0	24	6882	0	1	1	0
2740	1	0	11	0	26	7708	0	1	1	0
2741	1	0	12	0	28	9422	0	1	1	0
2742	1	0	13	0	28	9422	0	1	1	0
2743	1	0	14	0	24	6882	0	1	1	0
2758	1	0	2	0	28	9422	0	1	1	0
2759	1	0	3	0	28	9422	0	1	1	0
2760	1	0	4	0	28	9422	0	1	1	0
2761	1	0	1	0	24	6882	0	1	1	0
2762	1	0	5	0	24	6882	0	1	1	0
2763	1	0	6	0	26	7708	0	1	1	0
2764	1	0	7	0	24	6882	0	1	1	0
2765	1	0	8	0	28	9422	0	1	1	0
2766	1	0	9	0	28	9422	0	1	1	0
2767	1	0	10	0	24	6882	0	1	1	0
2768	1	0	11	0	26	7708	0	1	1	0
2769	1	0	12	0	28	9422	0	1	1	0
2770	1	0	13	0	28	9422	0	1	1	0
2771	1	0	14	0	24	6882	0	1	1	0
2786	1	0	2	0	28	9422	0	1	1	0
2787	1	0	3	0	28	9422	0	1	1	0
2788	1	0	4	0	28	9422	0	1	1	0
2789	1	0	1	0	24	6882	0	1	1	0
2790	1	0	5	0	24	6882	0	1	1	0
2791	1	0	6	0	26	7708	0	1	1	0
2792	1	0	7	0	24	6882	0	1	1	0
2793	1	0	8	0	28	9422	0	1	1	0
2794	1	0	9	0	28	9422	0	1	1	0
2795	1	0	10	0	24	6882	0	1	1	0
2796	1	0	11	0	26	7708	0	1	1	0
2797	1	0	12	0	28	9422	0	1	1	0
2798	1	0	13	0	28	9422	0	1	1	0
2799	1	0	14	0	24	6882	0	1	1	0
2814	1	0	2	0	28	9422	0	1	1	0
2815	1	0	3	0	28	9422	0	1	1	0
2816	1	0	4	0	28	9422	0	1	1	0
2817	1	0	1	0	24	6882	0	1	1	0
2818	1	0	5	0	24	6882	0	1	1	0
2819	1	0	6	0	26	7708	0	1	1	0
2820	1	0	7	0	24	6882	0	1	1	0
2821	1	0	8	0	28	9422	0	1	1	0
2822	1	0	9	0	28	9422	0	1	1	0
2823	1	0	10	0	24	6882	0	1	1	0
2824	1	0	11	0	26	7708	0	1	1	0
2825	1	0	12	0	28	9422	0	1	1	0
2826	1	0	13	0	28	9422	0	1	1	0
2827	1	0	14	0	24	6882	0	1	1	0
2842	1	0	2	0	28	9422	0	1	1	0
2843	1	0	3	0	28	9422	0	1	1	0
2844	1	0	4	0	28	9422	0	1	1	0
2845	1	0	1	0	24	6882	0	1	1	0
2846	1	0	5	0	24	6882	0	1	1	0
2847	1	0	6	0	26	7708	0	1	1	0
2848	1	0	7	0	24	6882	0	1	1	0
2849	1	0	8	0	28	9422	0	1	1	0
2850	1	0	9	0	28	9422	0	1	1	0
2851	1	0	10	0	24	6882	0	1	1	0
2852	1	0	11	0	26	7708	0	1	1	0
2853	1	0	12	0	28	9422	0	1	1	0
2854	1	0	13	0	28	9422	0	1	1	0
2855	1	0	14	0	24	6882	0	1	1	0
2870	1	0	2	0	28	9422	0	1	1	0
2871	1	0	3	0	28	9422	0	1	1	0
2872	1	0	4	0	28	9422	0	1	1	0
2873	1	0	1	0	24	6882	0	1	1	0
2874	1	0	5	0	24	6882	0	1	1	0
2875	1	0	6	0	26	7708	0	1	1	0
2876	1	0	7	0	24	6882	0	1	1	0
2877	1	0	8	0	28	9422	0	1	1	0
2878	1	0	9	0	28	9422	0	1	1	0
2879	1	0	10	0	24	6882	0	1	1	0
2880	1	0	11	0	26	7708	0	1	1	0
2881	1	0	12	0	28	9422	0	1	1	0
2882	1	0	13	0	28	9422	0	1	1	0
2883	1	0	14	0	24	6882	0	1	1	0
2898	1	0	2	0	28	9422	0	1	1	0
2899	1	0	3	0	28	9422	0	1	1	0
2900	1	0	4	0	28	9422	0	1	1	0
2901	1	0	1	0	24	6882	0	1	1	0
2902	1	0	5	0	24	6882	0	1	1	0
2903	1	0	6	0	26	7708	0	1	1	0
2904	1	0	7	0	24	6882	0	1	1	0
2905	1	0	8	0	28	9422	0	1	1	0
2906	1	0	9	0	28	9422	0	1	1	0
2907	1	0	10	0	24	6882	0	1	1	0
2908	1	0	11	0	26	7708	0	1	1	0
2909	1	0	12	0	28	9422	0	1	1	0
2910	1	0	13	0	28	9422	0	1	1	0
2911	1	0	14	0	24	6882	0	1	1	0
2926	1	0	2	0	28	9422	0	1	1	0
2927	1	0	3	0	28	9422	0	1	1	0
2928	1	0	4	0	28	9422	0	1	1	0
2929	1	0	1	0	24	6882	0	1	1	0
2930	1	0	5	0	24	6882	0	1	1	0
2931	1	0	6	0	26	7708	0	1	1	0
2932	1	0	7	0	24	6882	0	1	1	0
2933	1	0	8	0	28	9422	0	1	1	0
2934	1	0	9	0	28	9422	0	1	1	0
2935	1	0	10	0	24	6882	0	1	1	0
2936	1	0	11	0	26	7708	0	1	1	0
2937	1	0	12	0	28	9422	0	1	1	0
2938	1	0	13	0	28	9422	0	1	1	0
2939	1	0	14	0	24	6882	0	1	1	0
2954	1	0	2	0	28	9422	0	1	1	0
2955	1	0	3	0	28	9422	0	1	1	0
2956	1	0	4	0	28	9422	0	1	1	0
2957	1	0	1	0	24	6882	0	1	1	0
2958	1	0	5	0	24	6882	0	1	1	0
2959	1	0	6	0	26	7708	0	1	1	0
2960	1	0	7	0	24	6882	0	1	1	0
2961	1	0	8	0	28	9422	0	1	1	0
2962	1	0	9	0	28	9422	0	1	1	0
2963	1	0	10	0	24	6882	0	1	1	0
2964	1	0	11	0	26	7708	0	1	1	0
2965	1	0	12	0	28	9422	0	1	1	0
2966	1	0	13	0	28	9422	0	1	1	0
2967	1	0	14	0	24	6882	0	1	1	0
2982	1	0	2	0	28	9422	0	1	1	0
2983	1	0	3	0	28	9422	0	1	1	0
2984	1	0	4	0	28	9422	0	1	1	0
2985	1	0	1	0	24	6882	0	1	1	0
2986	1	0	5	0	24	6882	0	1	1	0
2987	1	0	6	0	26	7708	0	1	1	0
2988	1	0	7	0	24	6882	0	1	1	0
2989	1	0	8	0	28	9422	0	1	1	0
2990	1	0	9	0	28	9422	0	1	1	0
2991	1	0	10	0	24	6882	0	1	1	0
2992	1	0	11	0	26	7708	0	1	1	0
2993	1	0	12	0	28	9422	0	1	1	0
2994	1	0	13	0	28	9422	0	1	1	0
2995	1	0	14	0	24	6882	0	1	1	0
3010	1	0	2	0	28	9422	0	1	1	0
3011	1	0	3	0	28	9422	0	1	1	0
3012	1	0	4	0	28	9422	0	1	1	0
3013	1	0	1	0	24	6882	0	1	1	0
3014	1	0	5	0	24	6882	0	1	1	0
3015	1	0	6	0	26	7708	0	1	1	0
3016	1	0	7	0	24	6882	0	1	1	0
3017	1	0	8	0	28	9422	0	1	1	0
3018	1	0	9	0	28	9422	0	1	1	0
3019	1	0	10	0	24	6882	0	1	1	0
3020	1	0	11	0	26	7708	0	1	1	0
3021	1	0	12	0	28	9422	0	1	1	0
3022	1	0	13	0	28	9422	0	1	1	0
3023	1	0	14	0	24	6882	0	1	1	0
3038	1	0	2	0	28	9422	0	1	1	0
3039	1	0	3	0	28	9422	0	1	1	0
3040	1	0	4	0	28	9422	0	1	1	0
3041	1	0	1	0	24	6882	0	1	1	0
3042	1	0	5	0	24	6882	0	1	1	0
3043	1	0	6	0	26	7708	0	1	1	0
3044	1	0	7	0	24	6882	0	1	1	0
3045	1	0	8	0	28	9422	0	1	1	0
3046	1	0	9	0	28	9422	0	1	1	0
3047	1	0	10	0	24	6882	0	1	1	0
3048	1	0	11	0	26	7708	0	1	1	0
3049	1	0	12	0	28	9422	0	1	1	0
3050	1	0	13	0	28	9422	0	1	1	0
3051	1	0	14	0	24	6882	0	1	1	0
3066	1	0	2	0	28	9422	0	1	1	0
3067	1	0	3	0	28	9422	0	1	1	0
3068	1	0	4	0	28	9422	0	1	1	0
3069	1	0	1	0	24	6882	0	1	1	0
3070	1	0	5	0	24	6882	0	1	1	0
3071	1	0	6	0	26	7708	0	1	1	0
3072	1	0	7	0	24	6882	0	1	1	0
3073	1	0	8	0	28	9422	0	1	1	0
3074	1	0	9	0	28	9422	0	1	1	0
3075	1	0	10	0	24	6882	0	1	1	0
3076	1	0	11	0	26	7708	0	1	1	0
3077	1	0	12	0	28	9422	0	1	1	0
3078	1	0	13	0	28	9422	0	1	1	0
3079	1	0	14	0	24	6882	0	1	1	0
3094	1	0	2	0	28	9422	0	1	1	0
3095	1	0	3	0	28	9422	0	1	1	0
3096	1	0	4	0	28	9422	0	1	1	0
3097	1	0	1	0	24	6882	0	1	1	0
3098	1	0	5	0	24	6882	0	1	1	0
3099	1	0	6	0	26	7708	0	1	1	0
3100	1	0	7	0	24	6882	0	1	1	0
3101	1	0	8	0	28	9422	0	1	1	0
3102	1	0	9	0	28	9422	0	1	1	0
3103	1	0	10	0	24	6882	0	1	1	0
3104	1	0	11	0	26	7708	0	1	1	0
3105	1	0	12	0	28	9422	0	1	1	0
3106	1	0	13	0	28	9422	0	1	1	0
3107	1	0	14	0	24	6882	0	1	1	0
3122	1	0	2	0	28	9422	0	1	1	0
3123	1	0	3	0	28	9422	0	1	1	0
3124	1	0	4	0	28	9422	0	1	1	0
3125	1	0	1	0	24	6882	0	1	1	0
3126	1	0	5	0	24	6882	0	1	1	0
3127	1	0	6	0	26	7708	0	1	1	0
3128	1	0	7	0	24	6882	0	1	1	0
3129	1	0	8	0	28	9422	0	1	1	0
3130	1	0	9	0	28	9422	0	1	1	0
3131	1	0	10	0	24	6882	0	1	1	0
3132	1	0	11	0	26	7708	0	1	1	0
3133	1	0	12	0	28	9422	0	1	1	0
3134	1	0	13	0	28	9422	0	1	1	0
3135	1	0	14	0	24	6882	0	1	1	0
3150	1	0	2	0	28	9422	0	1	1	0
3151	1	0	3	0	28	9422	0	1	1	0
3152	1	0	4	0	28	9422	0	1	1	0
3153	1	0	1	0	24	6882	0	1	1	0
3154	1	0	5	0	24	6882	0	1	1	0
3155	1	0	6	0	26	7708	0	1	1	0
3156	1	0	7	0	24	6882	0	1	1	0
3157	1	0	8	0	28	9422	0	1	1	0
3158	1	0	9	0	28	9422	0	1	1	0
3159	1	0	10	0	24	6882	0	1	1	0
3160	1	0	11	0	26	7708	0	1	1	0
3161	1	0	12	0	28	9422	0	1	1	0
3162	1	0	13	0	28	9422	0	1	1	0
3163	1	0	14	0	24	6882	0	1	1	0
3178	1	0	2	0	28	9422	0	1	1	0
3179	1	0	3	0	28	9422	0	1	1	0
3180	1	0	4	0	28	9422	0	1	1	0
3181	1	0	1	0	24	6882	0	1	1	0
3182	1	0	5	0	24	6882	0	1	1	0
3183	1	0	6	0	26	7708	0	1	1	0
3184	1	0	7	0	24	6882	0	1	1	0
3185	1	0	8	0	28	9422	0	1	1	0
3186	1	0	9	0	28	9422	0	1	1	0
3187	1	0	10	0	24	6882	0	1	1	0
3188	1	0	11	0	26	7708	0	1	1	0
3189	1	0	12	0	28	9422	0	1	1	0
3190	1	0	13	0	28	9422	0	1	1	0
3191	1	0	14	0	24	6882	0	1	1	0
3206	1	0	2	0	28	9422	0	1	1	0
3207	1	0	3	0	28	9422	0	1	1	0
3208	1	0	4	0	28	9422	0	1	1	0
3209	1	0	1	0	24	6882	0	1	1	0
3210	1	0	5	0	24	6882	0	1	1	0
3211	1	0	6	0	26	7708	0	1	1	0
3212	1	0	7	0	24	6882	0	1	1	0
3213	1	0	8	0	28	9422	0	1	1	0
3214	1	0	9	0	28	9422	0	1	1	0
3215	1	0	10	0	24	6882	0	1	1	0
3216	1	0	11	0	26	7708	0	1	1	0
3217	1	0	12	0	28	9422	0	1	1	0
3218	1	0	13	0	28	9422	0	1	1	0
3219	1	0	14	0	24	6882	0	1	1	0
3234	1	0	2	0	28	9422	0	1	1	0
3235	1	0	3	0	28	9422	0	1	1	0
3236	1	0	4	0	28	9422	0	1	1	0
3237	1	0	1	0	24	6882	0	1	1	0
3238	1	0	5	0	24	6882	0	1	1	0
3239	1	0	6	0	26	7708	0	1	1	0
3240	1	0	7	0	24	6882	0	1	1	0
3241	1	0	8	0	28	9422	0	1	1	0
3242	1	0	9	0	28	9422	0	1	1	0
3243	1	0	10	0	24	6882	0	1	1	0
3244	1	0	11	0	26	7708	0	1	1	0
3245	1	0	12	0	28	9422	0	1	1	0
3246	1	0	13	0	28	9422	0	1	1	0
3247	1	0	14	0	24	6882	0	1	1	0
3262	1	0	2	0	28	9422	0	1	1	0
3263	1	0	3	0	28	9422	0	1	1	0
3264	1	0	4	0	28	9422	0	1	1	0
3265	1	0	1	0	24	6882	0	1	1	0
3266	1	0	5	0	24	6882	0	1	1	0
3267	1	0	6	0	26	7708	0	1	1	0
3268	1	0	7	0	24	6882	0	1	1	0
3269	1	0	8	0	28	9422	0	1	1	0
3270	1	0	9	0	28	9422	0	1	1	0
3271	1	0	10	0	24	6882	0	1	1	0
3272	1	0	11	0	26	7708	0	1	1	0
3273	1	0	12	0	28	9422	0	1	1	0
3274	1	0	13	0	28	9422	0	1	1	0
3275	1	0	14	0	24	6882	0	1	1	0
3290	1	0	2	0	28	9422	0	1	1	0
3291	1	0	3	0	28	9422	0	1	1	0
3292	1	0	4	0	28	9422	0	1	1	0
3293	1	0	1	0	24	6882	0	1	1	0
3294	1	0	5	0	24	6882	0	1	1	0
3295	1	0	6	0	26	7708	0	1	1	0
3296	1	0	7	0	24	6882	0	1	1	0
3297	1	0	8	0	28	9422	0	1	1	0
3298	1	0	9	0	28	9422	0	1	1	0
3299	1	0	10	0	24	6882	0	1	1	0
3300	1	0	11	0	26	7708	0	1	1	0
3301	1	0	12	0	28	9422	0	1	1	0
3302	1	0	13	0	28	9422	0	1	1	0
3303	1	0	14	0	24	6882	0	1	1	0
3318	1	0	2	0	28	9422	0	1	1	0
3319	1	0	3	0	28	9422	0	1	1	0
3320	1	0	4	0	28	9422	0	1	1	0
3321	1	0	1	0	24	6882	0	1	1	0
3322	1	0	5	0	24	6882	0	1	1	0
3323	1	0	6	0	26	7708	0	1	1	0
3324	1	0	7	0	24	6882	0	1	1	0
3325	1	0	8	0	28	9422	0	1	1	0
3326	1	0	9	0	28	9422	0	1	1	0
3327	1	0	10	0	24	6882	0	1	1	0
3328	1	0	11	0	26	7708	0	1	1	0
3329	1	0	12	0	28	9422	0	1	1	0
3330	1	0	13	0	28	9422	0	1	1	0
3331	1	0	14	0	24	6882	0	1	1	0
3346	1	0	2	0	28	9422	0	1	1	0
3347	1	0	3	0	28	9422	0	1	1	0
3348	1	0	4	0	28	9422	0	1	1	0
3349	1	0	1	0	24	6882	0	1	1	0
3350	1	0	5	0	24	6882	0	1	1	0
3351	1	0	6	0	26	7708	0	1	1	0
3352	1	0	7	0	24	6882	0	1	1	0
3353	1	0	8	0	28	9422	0	1	1	0
3354	1	0	9	0	28	9422	0	1	1	0
3355	1	0	10	0	24	6882	0	1	1	0
3356	1	0	11	0	26	7708	0	1	1	0
3357	1	0	12	0	28	9422	0	1	1	0
3358	1	0	13	0	28	9422	0	1	1	0
3359	1	0	14	0	24	6882	0	1	1	0
3374	1	0	2	0	28	9422	0	1	1	0
3375	1	0	3	0	28	9422	0	1	1	0
3376	1	0	4	0	28	9422	0	1	1	0
3377	1	0	1	0	24	6882	0	1	1	0
3378	1	0	5	0	24	6882	0	1	1	0
3379	1	0	6	0	26	7708	0	1	1	0
3380	1	0	7	0	24	6882	0	1	1	0
3381	1	0	8	0	28	9422	0	1	1	0
3382	1	0	9	0	28	9422	0	1	1	0
3383	1	0	10	0	24	6882	0	1	1	0
3384	1	0	11	0	26	7708	0	1	1	0
3385	1	0	12	0	28	9422	0	1	1	0
3386	1	0	13	0	28	9422	0	1	1	0
3387	1	0	14	0	24	6882	0	1	1	0
3402	1	0	2	0	28	9422	0	1	1	0
3403	1	0	3	0	28	9422	0	1	1	0
3404	1	0	4	0	28	9422	0	1	1	0
3405	1	0	1	0	24	6882	0	1	1	0
3406	1	0	5	0	24	6882	0	1	1	0
3407	1	0	6	0	26	7708	0	1	1	0
3408	1	0	7	0	24	6882	0	1	1	0
3409	1	0	8	0	28	9422	0	1	1	0
3410	1	0	9	0	28	9422	0	1	1	0
3411	1	0	10	0	24	6882	0	1	1	0
3412	1	0	11	0	26	7708	0	1	1	0
3413	1	0	12	0	28	9422	0	1	1	0
3414	1	0	13	0	28	9422	0	1	1	0
3415	1	0	14	0	24	6882	0	1	1	0
3430	1	0	2	0	28	9422	0	1	1	0
3431	1	0	3	0	28	9422	0	1	1	0
3432	1	0	4	0	28	9422	0	1	1	0
3433	1	0	1	0	24	6882	0	1	1	0
3434	1	0	5	0	24	6882	0	1	1	0
3435	1	0	6	0	26	7708	0	1	1	0
3436	1	0	7	0	24	6882	0	1	1	0
3437	1	0	8	0	28	9422	0	1	1	0
3438	1	0	9	0	28	9422	0	1	1	0
3439	1	0	10	0	24	6882	0	1	1	0
3440	1	0	11	0	26	7708	0	1	1	0
3441	1	0	12	0	28	9422	0	1	1	0
3442	1	0	13	0	28	9422	0	1	1	0
3443	1	0	14	0	24	6882	0	1	1	0
3458	1	0	2	0	28	9422	0	1	1	0
3459	1	0	3	0	28	9422	0	1	1	0
3460	1	0	4	0	28	9422	0	1	1	0
3461	1	0	1	0	24	6882	0	1	1	0
3462	1	0	5	0	24	6882	0	1	1	0
3463	1	0	6	0	26	7708	0	1	1	0
3464	1	0	7	0	24	6882	0	1	1	0
3465	1	0	8	0	28	9422	0	1	1	0
3466	1	0	9	0	28	9422	0	1	1	0
3467	1	0	10	0	24	6882	0	1	1	0
3468	1	0	11	0	26	7708	0	1	1	0
3469	1	0	12	0	28	9422	0	1	1	0
3470	1	0	13	0	28	9422	0	1	1	0
3471	1	0	14	0	24	6882	0	1	1	0
3486	1	0	2	0	28	9422	0	1	1	0
3487	1	0	3	0	28	9422	0	1	1	0
3488	1	0	4	0	28	9422	0	1	1	0
3489	1	0	1	0	24	6882	0	1	1	0
3490	1	0	5	0	24	6882	0	1	1	0
3491	1	0	6	0	26	7708	0	1	1	0
3492	1	0	7	0	24	6882	0	1	1	0
3493	1	0	8	0	28	9422	0	1	1	0
3494	1	0	9	0	28	9422	0	1	1	0
3495	1	0	10	0	24	6882	0	1	1	0
3496	1	0	11	0	26	7708	0	1	1	0
3497	1	0	12	0	28	9422	0	1	1	0
3498	1	0	13	0	28	9422	0	1	1	0
3499	1	0	14	0	24	6882	0	1	1	0
3514	1	0	2	0	28	9422	0	1	1	0
3515	1	0	3	0	28	9422	0	1	1	0
3516	1	0	4	0	28	9422	0	1	1	0
3517	1	0	1	0	24	6882	0	1	1	0
3518	1	0	5	0	24	6882	0	1	1	0
3519	1	0	6	0	26	7708	0	1	1	0
3520	1	0	7	0	24	6882	0	1	1	0
3521	1	0	8	0	28	9422	0	1	1	0
3522	1	0	9	0	28	9422	0	1	1	0
3523	1	0	10	0	24	6882	0	1	1	0
3524	1	0	11	0	26	7708	0	1	1	0
3525	1	0	12	0	28	9422	0	1	1	0
3526	1	0	13	0	28	9422	0	1	1	0
3527	1	0	14	0	24	6882	0	1	1	0
3542	1	0	2	0	28	9422	0	1	1	0
3543	1	0	3	0	28	9422	0	1	1	0
3544	1	0	4	0	28	9422	0	1	1	0
3545	1	0	1	0	24	6882	0	1	1	0
3546	1	0	5	0	24	6882	0	1	1	0
3547	1	0	6	0	26	7708	0	1	1	0
3548	1	0	7	0	24	6882	0	1	1	0
3549	1	0	8	0	28	9422	0	1	1	0
3550	1	0	9	0	28	9422	0	1	1	0
3551	1	0	10	0	24	6882	0	1	1	0
3552	1	0	11	0	26	7708	0	1	1	0
3553	1	0	12	0	28	9422	0	1	1	0
3554	1	0	13	0	28	9422	0	1	1	0
3555	1	0	14	0	24	6882	0	1	1	0
3570	1	0	2	0	28	9422	0	1	1	0
3571	1	0	3	0	28	9422	0	1	1	0
3572	1	0	4	0	28	9422	0	1	1	0
3573	1	0	1	0	24	6882	0	1	1	0
3574	1	0	5	0	24	6882	0	1	1	0
3575	1	0	6	0	26	7708	0	1	1	0
3576	1	0	7	0	24	6882	0	1	1	0
3577	1	0	8	0	28	9422	0	1	1	0
3578	1	0	9	0	28	9422	0	1	1	0
3579	1	0	10	0	24	6882	0	1	1	0
3580	1	0	11	0	26	7708	0	1	1	0
3581	1	0	12	0	28	9422	0	1	1	0
3582	1	0	13	0	28	9422	0	1	1	0
3583	1	0	14	0	24	6882	0	1	1	0
3598	1	0	2	0	28	9422	0	1	1	0
3599	1	0	3	0	28	9422	0	1	1	0
3600	1	0	4	0	28	9422	0	1	1	0
3601	1	0	1	0	24	6882	0	1	1	0
3602	1	0	5	0	24	6882	0	1	1	0
3603	1	0	6	0	26	7708	0	1	1	0
3604	1	0	7	0	24	6882	0	1	1	0
3605	1	0	8	0	28	9422	0	1	1	0
3606	1	0	9	0	28	9422	0	1	1	0
3607	1	0	10	0	24	6882	0	1	1	0
3608	1	0	11	0	26	7708	0	1	1	0
3609	1	0	12	0	28	9422	0	1	1	0
3610	1	0	13	0	28	9422	0	1	1	0
3611	1	0	14	0	24	6882	0	1	1	0
3626	1	0	2	0	28	9422	0	1	1	0
3627	1	0	3	0	28	9422	0	1	1	0
3628	1	0	4	0	28	9422	0	1	1	0
3629	1	0	1	0	24	6882	0	1	1	0
3630	1	0	5	0	24	6882	0	1	1	0
3631	1	0	6	0	26	7708	0	1	1	0
3632	1	0	7	0	24	6882	0	1	1	0
3633	1	0	8	0	28	9422	0	1	1	0
3634	1	0	9	0	28	9422	0	1	1	0
